01/22/2015-12:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-13:03:33.837601  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.3:8406
01/22/2015-13:03:33.436330  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:21 -> 59.166.0.4:46417
01/22/2015-13:03:34.937136  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.9:57924
01/22/2015-13:03:35.637139  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:21 -> 59.166.0.7:9740
01/22/2015-13:03:35.709513  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.12:25 -> 175.45.176.1:9601
01/22/2015-13:03:35.736627  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:143 -> 59.166.0.9:10520
01/22/2015-13:03:36.462189  [**] [1:2220020:1] SURICATA SMTP filename truncated [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 175.45.176.1:9601 -> 149.171.126.12:25
01/22/2015-13:03:36.905997  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.13:25 -> 175.45.176.0:52346
01/22/2015-13:03:37.736518  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.7:35296
01/22/2015-13:03:39.045488  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.13:25 -> 175.45.176.0:64219
01/22/2015-13:03:38.836198  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.1:33687
01/22/2015-13:03:39.416702  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:21 -> 59.166.0.7:9159
01/22/2015-13:03:40.436519  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.7:56522
01/22/2015-13:03:40.888512  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.19:25 -> 175.45.176.0:4561
01/22/2015-13:03:38.436484  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.6:26393
01/22/2015-13:03:39.941667  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.5:2829
01/22/2015-13:03:41.336656  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.1:40977
01/22/2015-13:03:41.539413  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.4:14868
01/22/2015-13:03:42.639088  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.9:50072
01/22/2015-13:03:41.557913  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.4:14868 -> 149.171.126.2:25
01/22/2015-13:03:43.637148  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.5:65484
01/22/2015-13:03:44.553755  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.15:110 -> 175.45.176.1:48267
01/22/2015-13:03:45.136528  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.0:64851
01/22/2015-13:03:45.795271  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.14:21 -> 175.45.176.3:52286
01/22/2015-13:03:46.128662  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.9:31591
01/22/2015-13:03:44.538521  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.1:4823
01/22/2015-13:03:45.749678  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.2:23225
01/22/2015-13:03:46.436336  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.3:48878
01/22/2015-13:03:44.837680  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.4:9814
01/22/2015-13:03:47.437131  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.9:22254
01/22/2015-13:03:47.549445  [**] [1:2260001:1] SURICATA Applayer Wrong direction first Data [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 175.45.176.3:60141 -> 149.171.126.14:56220
01/22/2015-13:03:44.736382  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:21 -> 59.166.0.8:42199
01/22/2015-13:03:47.569638  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.2:21800
01/22/2015-13:03:47.237249  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.5:20919
01/22/2015-13:03:48.560220  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.4:9138
01/22/2015-13:03:48.837343  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.4:15632
01/22/2015-13:03:49.474214  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.18:21 -> 175.45.176.1:50547
01/22/2015-13:03:48.236540  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.2:10128
01/22/2015-13:03:48.788682  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.3:40554
01/22/2015-13:03:51.706923  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.9:58337
01/22/2015-13:03:52.537028  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.5:16146
01/22/2015-13:03:52.836743  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.6:59779
01/22/2015-13:03:52.914089  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.6:59779 -> 149.171.126.3:25
01/22/2015-13:03:53.226701  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.7:54034
01/22/2015-13:03:49.936417  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.5:3581
01/22/2015-13:03:54.298635  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.8:33902
01/22/2015-13:03:50.736694  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.4:63654
01/22/2015-13:03:54.436484  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:143 -> 59.166.0.5:36499
01/22/2015-13:03:51.629964  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.1:28458
01/22/2015-13:03:55.236600  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.5:53060
01/22/2015-13:03:53.768902  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.9:47017
01/22/2015-13:03:56.037253  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.7:33990
01/22/2015-13:03:57.337089  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.0:49630
01/22/2015-13:03:57.436878  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.9:45394
01/22/2015-13:03:58.636731  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.4:57621
01/22/2015-13:03:57.236722  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.9:46168
01/22/2015-13:03:59.236748  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.2:42384
01/22/2015-13:03:59.536708  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.8:12320
01/22/2015-13:04:00.937201  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.1:48106
01/22/2015-13:04:02.436914  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.6:30798
01/22/2015-13:04:02.956003  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.7:4760
01/22/2015-13:04:03.311923  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.3:35469
01/22/2015-13:04:03.958742  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.4:64333
01/22/2015-13:04:04.570931  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.5:1607
01/22/2015-13:04:04.525031  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.4:33108
01/22/2015-13:04:04.862910  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.3:42939
01/22/2015-13:04:06.937101  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.5:41534
01/22/2015-13:04:07.236841  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.0:19546
01/22/2015-13:04:06.945234  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.5:41534 -> 149.171.126.7:25
01/22/2015-13:04:08.337059  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:143 -> 59.166.0.3:43341
01/22/2015-13:04:08.437049  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.9:42194
01/22/2015-13:04:08.844950  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.5:41886
01/22/2015-13:04:06.536755  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.5:48785
01/22/2015-13:04:09.336771  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.5:22597
01/22/2015-13:04:09.536810  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.4:55898
01/22/2015-13:04:10.134201  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.0:30934
01/22/2015-13:04:09.888951  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.9:51796
01/22/2015-13:04:10.541424  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.3:38348
01/22/2015-13:04:07.336961  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.0:1704
01/22/2015-13:04:08.036949  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.7:31671
01/22/2015-13:04:07.482262  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.0:1704 -> 149.171.126.3:25
01/22/2015-13:04:11.537013  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.4:58110
01/22/2015-13:04:08.602056  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.7:7992
01/22/2015-13:04:07.816938  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.4:55604
01/22/2015-13:04:12.536759  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.2:34081
01/22/2015-13:04:08.740043  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:143 -> 59.166.0.9:9010
01/22/2015-13:04:12.837062  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.1:1351
01/22/2015-13:04:12.854881  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:143 -> 59.166.0.5:10927
01/22/2015-13:04:13.136974  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.1:31654
01/22/2015-13:04:10.214356  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.11:25 -> 175.45.176.2:37961
01/22/2015-13:04:13.172383  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.1:31654 -> 149.171.126.8:25
01/22/2015-13:04:10.936805  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.1:18381
01/22/2015-13:04:13.273997  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:143 -> 59.166.0.6:60349
01/22/2015-13:04:15.036874  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.6:54765
01/22/2015-13:04:15.836977  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.1:42628
01/22/2015-13:04:16.036889  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:143 -> 59.166.0.6:40983
01/22/2015-13:04:16.396114  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.3:17827
01/22/2015-13:04:16.636993  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.2:59958
01/22/2015-13:04:16.237036  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.8:16588
01/22/2015-13:04:18.036918  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.5:15239
01/22/2015-13:04:18.159157  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.12:110 -> 175.45.176.2:13004
01/22/2015-13:04:18.537035  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.0:22966
01/22/2015-13:04:18.237380  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.7:62890
01/22/2015-13:04:19.672692  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.17:25 -> 175.45.176.3:5314
01/22/2015-13:04:20.768713  [**] [1:2233000:1] SURICATA RFB Malformed or unknown message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 175.45.176.2:32029 -> 149.171.126.16:5900
01/22/2015-13:04:20.768901  [**] [1:2233000:1] SURICATA RFB Malformed or unknown message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.16:5900 -> 175.45.176.2:32029
01/22/2015-13:04:22.237807  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:21 -> 59.166.0.5:25116
01/22/2015-13:04:22.537922  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.1:29419
01/22/2015-13:04:22.873079  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.14:21 -> 175.45.176.1:46941
01/22/2015-13:04:22.038079  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.0:20189
01/22/2015-13:04:23.142455  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.8:13259
01/22/2015-13:04:21.637912  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.5:35676
01/22/2015-13:04:24.863702  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.0:46955
01/22/2015-13:04:23.365327  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.6:9863
01/22/2015-13:04:25.383192  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.3:40247
01/22/2015-13:04:26.837065  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.3:9497
01/22/2015-13:04:27.437217  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.1:20620
01/22/2015-13:04:24.338148  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.4:57727
01/22/2015-13:04:27.837024  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.6:56145
01/22/2015-13:04:25.902664  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.7:21677
01/22/2015-13:04:28.939803  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.2:40246
01/22/2015-13:04:28.338591  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.8:1366
01/22/2015-13:04:29.537079  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.5:24668
01/22/2015-13:04:29.860563  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.1:57945
01/22/2015-13:04:28.055193  [**] [1:2225002:1] SURICATA SMB malformed request data [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 175.45.176.1:62765 -> 149.171.126.12:445
01/22/2015-13:04:28.147716  [**] [1:2225003:1] SURICATA SMB malformed response data [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.12:445 -> 175.45.176.1:62765
01/22/2015-13:04:30.343478  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:21 -> 59.166.0.6:48449
01/22/2015-13:04:30.461450  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:21 -> 59.166.0.8:43677
01/22/2015-13:04:31.038143  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.6:64000
01/22/2015-13:04:31.336986  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.3:23964
01/22/2015-13:04:32.737175  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.2:37804
